date,symbol,close,spread_roll,spread_cs,spread_ar
2024-08-13 00:00:00+00:00,BTCUSDT,60587.15,0.025217456340276168,0.04944706029426949,0.011291798858757817
2024-08-14 00:00:00+00:00,BTCUSDT,58683.39,0.028137616631035124,,0.011291798858757817
2024-08-15 00:00:00+00:00,BTCUSDT,57541.06,0.026572748529202102,0.03601357606476265,0.012270417393550285
2024-08-16 00:00:00+00:00,BTCUSDT,58874.6,0.029687306970106922,0.006027333696931649,0.012270417393550285
2024-08-17 00:00:00+00:00,BTCUSDT,59491.99,0.028805893960989395,0.008620691106674204,0.012584243347002921
2024-08-18 00:00:00+00:00,BTCUSDT,58427.35,0.029718613369245823,0.005048112158531862,0.013236936666948649
2024-08-19 00:00:00+00:00,BTCUSDT,59438.5,0.029992128426876357,,0.013236936666948649
2024-08-20 00:00:00+00:00,BTCUSDT,59013.8,0.03029783987661444,0.035948238054492605,0.01477550337497743
2024-08-21 00:00:00+00:00,BTCUSDT,61156.03,0.030739494798311562,0.017126306523759943,0.0159088148956058
2024-08-22 00:00:00+00:00,BTCUSDT,60375.84,0.031056755058180868,,0.014447722790877129
2024-08-23 00:00:00+00:00,BTCUSDT,64037.24,0.030127293946059685,0.003674623527566815,0.014737934074154121
2024-08-24 00:00:00+00:00,BTCUSDT,64157.01,0.033118622327138705,0.003433133604010643,0.014737934074154121
2024-08-25 00:00:00+00:00,BTCUSDT,64220.0,0.03520353442210258,,0.014737934074154121
2024-08-26 00:00:00+00:00,BTCUSDT,62834.0,0.0443263452083269,,0.014737934074154121
2024-08-27 00:00:00+00:00,BTCUSDT,59415.0,0.03353529646866779,0.014463139421501589,0.014737934074154121
2024-08-28 00:00:00+00:00,BTCUSDT,59034.9,0.029834362593908367,0.004389249002997985,0.01163812880916234
2024-08-29 00:00:00+00:00,BTCUSDT,59359.01,0.021795372972760636,,0.008802822864090532
2024-08-30 00:00:00+00:00,BTCUSDT,59123.99,0.01428345249478027,0.004563296045180282,0.008936157722314946
2024-08-31 00:00:00+00:00,BTCUSDT,58973.99,0.014017793447199693,,0.008546273153276376
2024-09-01 00:00:00+00:00,BTCUSDT,57301.86,0.013045372058621059,0.027802711850350922,0.008781715255536702
2024-09-02 00:00:00+00:00,BTCUSDT,59132.13,0.016277250355305625,0.02634369778150381,0.009881862901942966
2024-09-03 00:00:00+00:00,BTCUSDT,57487.73,0.022084164219654406,,0.009005793768031364
2024-09-04 00:00:00+00:00,BTCUSDT,57970.9,0.020177337215837622,0.04442589780007877,0.010601913953408829
2024-09-05 00:00:00+00:00,BTCUSDT,56180.0,0.024121554545013548,,0.00962329541861636
2024-09-06 00:00:00+00:00,BTCUSDT,53962.97,0.016004873011190246,0.006041183186815343,0.010511478690263568
2024-09-07 00:00:00+00:00,BTCUSDT,54160.86,0.01978539695818529,0.01467003479321675,0.010553195833389987
2024-09-08 00:00:00+00:00,BTCUSDT,54869.95,0.017959482221220447,,0.009751318031366312
2024-09-09 00:00:00+00:00,BTCUSDT,57042.0,0.011315308797809329,0.01552691126652749,0.009751318031366312
2024-09-10 00:00:00+00:00,BTCUSDT,57635.99,0.002762685894191794,0.018795783097545253,0.009023243856626197
2024-09-11 00:00:00+00:00,BTCUSDT,57338.0,,,0.007889932335997824
2024-09-12 00:00:00+00:00,BTCUSDT,58132.32,,,0.006898066116252236
2024-09-13 00:00:00+00:00,BTCUSDT,60498.0,,0.009347118429673293,0.00792416154562851
2024-09-14 00:00:00+00:00,BTCUSDT,59993.03,,0.006868673411552955,0.00792416154562851
2024-09-15 00:00:00+00:00,BTCUSDT,59132.0,,,0.00792416154562851
2024-09-16 00:00:00+00:00,BTCUSDT,58213.99,,0.011020084734458023,0.008576699837699799
2024-09-17 00:00:00+00:00,BTCUSDT,60313.99,,0.014267077263827166,0.008576699837699799
2024-09-18 00:00:00+00:00,BTCUSDT,61759.99,,,0.008538043238174075
2024-09-19 00:00:00+00:00,BTCUSDT,62947.99,,0.012494646841795578,0.008538043238174075
2024-09-20 00:00:00+00:00,BTCUSDT,63201.05,,0.006582172901081846,0.00840470837994966
2024-09-21 00:00:00+00:00,BTCUSDT,63348.96,,0.007086428496845112,0.008680427144235142
2024-09-22 00:00:00+00:00,BTCUSDT,63578.76,,0.01391309909284,0.007206068909884948
2024-09-23 00:00:00+00:00,BTCUSDT,63339.99,,0.028914789660873276,0.006583439357353658
2024-09-24 00:00:00+00:00,BTCUSDT,64262.7,,0.023132098716760283,0.00728607755358424
2024-09-25 00:00:00+00:00,BTCUSDT,63152.01,,0.019409134489494727,0.007015558231558815
2024-09-26 00:00:00+00:00,BTCUSDT,65173.99,,,0.007015558231558815
2024-09-27 00:00:00+00:00,BTCUSDT,65769.95,,0.007223679623167415,0.006127374959911611
2024-09-28 00:00:00+00:00,BTCUSDT,65858.0,0.00617563001795825,0.00804894646177604,0.0058350267946882415
2024-09-29 00:00:00+00:00,BTCUSDT,65602.01,0.0035918066061866026,,0.0058350267946882415
2024-09-30 00:00:00+00:00,BTCUSDT,63327.59,,,0.0058350267946882415
2024-10-01 00:00:00+00:00,BTCUSDT,60805.78,,0.019973126279169987,0.00590763849476336
2024-10-02 00:00:00+00:00,BTCUSDT,60649.28,,0.01366961314105946,0.00590763849476336
2024-10-03 00:00:00+00:00,BTCUSDT,60752.71,,,0.00590763849476336
2024-10-04 00:00:00+00:00,BTCUSDT,62086.0,,0.0043038789248523775,0.004881016488091927
2024-10-05 00:00:00+00:00,BTCUSDT,62058.0,,0.0028717297577595608,0.004881016488091927
2024-10-06 00:00:00+00:00,BTCUSDT,62819.91,,,0.004881016488091927
2024-10-07 00:00:00+00:00,BTCUSDT,62224.0,,0.003428800961842216,0.005093864075177599
2024-10-08 00:00:00+00:00,BTCUSDT,62160.49,,,0.005093864075177599
2024-10-09 00:00:00+00:00,BTCUSDT,60636.02,,,0.005093864075177599
2024-10-10 00:00:00+00:00,BTCUSDT,60326.39,,,0.005093864075177599
2024-10-11 00:00:00+00:00,BTCUSDT,62540.0,,0.00307085813511673,0.005093864075177599
2024-10-12 00:00:00+00:00,BTCUSDT,63206.22,,0.005940381639786221,0.0053451315573119955
2024-10-13 00:00:00+00:00,BTCUSDT,62870.02,,,0.0053451315573119955
2024-10-14 00:00:00+00:00,BTCUSDT,66083.99,,,0.004867613463437021
2024-10-15 00:00:00+00:00,BTCUSDT,67074.14,,,0.004164975267206437
2024-10-16 00:00:00+00:00,BTCUSDT,67620.01,,0.012396649534970326,0.0029948568871267524
2024-10-17 00:00:00+00:00,BTCUSDT,67421.78,,,0.0029948568871267524
2024-10-18 00:00:00+00:00,BTCUSDT,68428.0,,0.004393154000922221,0.003219997391670389
2024-10-19 00:00:00+00:00,BTCUSDT,68378.0,,0.0027936665398398445,0.0031568024603146993
2024-10-20 00:00:00+00:00,BTCUSDT,69031.99,,0.010412604626899963,0.003844771320206575
2024-10-21 00:00:00+00:00,BTCUSDT,67377.5,,0.0005720879390703262,0.003844771320206575
2024-10-22 00:00:00+00:00,BTCUSDT,67426.0,,,0.0034470677084861533
2024-10-23 00:00:00+00:00,BTCUSDT,66668.65,0.0011898042632998423,,0.0034470677084861533
2024-10-24 00:00:00+00:00,BTCUSDT,68198.28,0.007926925465151372,0.024517395399114666,0.004484828325475418
2024-10-25 00:00:00+00:00,BTCUSDT,66698.33,0.01207660368425218,0.005722517830569184,0.004678676804757457
2024-10-26 00:00:00+00:00,BTCUSDT,67092.76,0.012018736735249688,,0.004678676804757457
2024-10-27 00:00:00+00:00,BTCUSDT,68021.7,0.011532535351709026,,0.004678676804757457
2024-10-28 00:00:00+00:00,BTCUSDT,69962.21,0.00787956108572441,,0.003813290925600498
2024-10-29 00:00:00+00:00,BTCUSDT,72736.42,,0.00964269723973551,0.004817043047302903
2024-10-30 00:00:00+00:00,BTCUSDT,72344.74,0.008229205454370614,0.0033614815583183134,0.005371045962824815
2024-10-31 00:00:00+00:00,BTCUSDT,70292.01,0.007412125349290629,0.00831931407918021,0.005371045962824815
2024-11-01 00:00:00+00:00,BTCUSDT,69496.01,,0.005086996144945607,0.005371045962824815
2024-11-02 00:00:00+00:00,BTCUSDT,69374.74,,,0.0048440597164049375
2024-11-03 00:00:00+00:00,BTCUSDT,68775.99,,0.02162944017264986,0.005490163576946673
2024-11-04 00:00:00+00:00,BTCUSDT,67850.01,,0.012252119184427914,0.006319822686377662
2024-11-05 00:00:00+00:00,BTCUSDT,69372.01,,,0.006319822686377662
2024-11-06 00:00:00+00:00,BTCUSDT,75571.99,,,0.006164340203105308
2024-11-07 00:00:00+00:00,BTCUSDT,75857.89,,0.00482384413188153,0.006164340203105308
2024-11-08 00:00:00+00:00,BTCUSDT,76509.78,,0.012112884677030034,0.006147696122832184
2024-11-09 00:00:00+00:00,BTCUSDT,76677.46,,,0.006147696122832184
2024-11-10 00:00:00+00:00,BTCUSDT,80370.01,,,0.005459727262940308
2024-11-11 00:00:00+00:00,BTCUSDT,88647.99,,0.021065471160148484,0.007794861601329896
2024-11-12 00:00:00+00:00,BTCUSDT,87952.01,,0.01250903355781246,0.007098442572110279
2024-11-13 00:00:00+00:00,BTCUSDT,90375.2,,0.0447603974372508,0.008095956137012668
2024-11-14 00:00:00+00:00,BTCUSDT,87325.59,,0.049106072723463186,0.009195504700002088
2024-11-15 00:00:00+00:00,BTCUSDT,91032.07,,0.007881802364057099,0.009169512706494576
2024-11-16 00:00:00+00:00,BTCUSDT,90586.92,,0.004455532159488232,0.009169512706494576
2024-11-17 00:00:00+00:00,BTCUSDT,89855.99,,0.00927354320785373,0.009692192323899888
2024-11-18 00:00:00+00:00,BTCUSDT,90464.08,,0.006913897385268184,0.010649570788346547
2024-11-19 00:00:00+00:00,BTCUSDT,92310.79,,0.01020634021931486,0.009645818666644141
2024-11-20 00:00:00+00:00,BTCUSDT,94286.56,,,0.00909181575112223
2024-11-21 00:00:00+00:00,BTCUSDT,98317.12,,,0.00909181575112223
2024-11-22 00:00:00+00:00,BTCUSDT,98892.0,0.011560524751832443,0.01410550056227251,0.009758514601614709
2024-11-23 00:00:00+00:00,BTCUSDT,97672.4,0.013195443125894442,0.004023134766036519,0.009758514601614709
2024-11-24 00:00:00+00:00,BTCUSDT,97900.04,0.013565061780415682,0.014920564264626787,0.010385215855933902
2024-11-25 00:00:00+00:00,BTCUSDT,93010.01,0.011900381384509842,,0.009555556746502913
2024-11-26 00:00:00+00:00,BTCUSDT,91965.16,,0.01112531483518202,0.011088117923205788
2024-11-27 00:00:00+00:00,BTCUSDT,95863.11,0.004152068749986568,0.008280877309707816,0.011697363895245352
2024-11-28 00:00:00+00:00,BTCUSDT,95643.98,,,0.011697363895245352
2024-11-29 00:00:00+00:00,BTCUSDT,97460.0,0.0034051107375685807,0.0069315763110699225,0.012051344246331122
2024-11-30 00:00:00+00:00,BTCUSDT,96407.99,0.007052536931038814,0.010018908923681217,0.012405521296951303
2024-12-01 00:00:00+00:00,BTCUSDT,97185.18,,0.014173214891123683,0.01302822451146457
2024-12-02 00:00:00+00:00,BTCUSDT,95840.62,0.025409424830369638,0.0018977101063153302,0.010693090173074982
2024-12-03 00:00:00+00:00,BTCUSDT,95849.69,0.020349522145864413,,0.010693090173074982
2024-12-04 00:00:00+00:00,BTCUSDT,98587.32,0.01944384185926895,0.01748307868502387,0.011321235725802282
2024-12-05 00:00:00+00:00,BTCUSDT,96945.63,0.017360638839138933,0.029585075632888362,0.009638357305048785
2024-12-06 00:00:00+00:00,BTCUSDT,99740.84,0.010763284414737482,0.005082172430241132,0.009462376048676304
2024-12-07 00:00:00+00:00,BTCUSDT,99831.99,0.007970275358657426,0.010619755706890874,0.009462376048676304
2024-12-08 00:00:00+00:00,BTCUSDT,101109.59,0.009684753703149127,0.008488308634615914,0.010818886044721688
2024-12-09 00:00:00+00:00,BTCUSDT,97276.47,0.012391179044926155,0.026926666603959794,0.009861507580275031
2024-12-10 00:00:00+00:00,BTCUSDT,96593.0,0.00872147628782128,,0.009861507580275031
2024-12-11 00:00:00+00:00,BTCUSDT,101125.0,0.015006586683674956,0.0030610484063235354,0.01053796399234117
2024-12-12 00:00:00+00:00,BTCUSDT,100004.29,0.02204083232006492,0.02085919582186699,0.011200702840369971
2024-12-13 00:00:00+00:00,BTCUSDT,101424.25,0.023638607251736495,,0.01053400398987749
2024-12-14 00:00:00+00:00,BTCUSDT,101420.0,0.023439313727467704,,0.011101696451441552
2024-12-15 00:00:00+00:00,BTCUSDT,104463.99,0.023623626185653224,,0.009828891336580622
2024-12-16 00:00:00+00:00,BTCUSDT,106058.66,0.02241621572926712,0.008360258309801832,0.009828891336580622
2024-12-17 00:00:00+00:00,BTCUSDT,106133.74,0.02672333653805676,,0.008296330159877748
2024-12-18 00:00:00+00:00,BTCUSDT,100204.01,0.022577784934445143,,0.007687084187838182
2024-12-19 00:00:00+00:00,BTCUSDT,97461.86,0.010918573321057255,,0.007687084187838182
2024-12-20 00:00:00+00:00,BTCUSDT,97805.44,0.011082786271721686,,0.007124607412481897
2024-12-21 00:00:00+00:00,BTCUSDT,97291.99,0.009240052277391598,,0.0067704303618617186
2024-12-22 00:00:00+00:00,BTCUSDT,95186.27,0.006542335030161341,0.005200725540948219,0.006147727147348453
2024-12-23 00:00:00+00:00,BTCUSDT,94881.47,0.003192501951967876,0.004883492119851641,0.006147727147348453
2024-12-24 00:00:00+00:00,BTCUSDT,98663.58,0.005498978393907504,0.005442245622425034,0.0065208790139703165
2024-12-25 00:00:00+00:00,BTCUSDT,99429.6,,0.009183213086449071,0.006101814191301987
2024-12-26 00:00:00+00:00,BTCUSDT,95791.6,,,0.005647383432076799
2024-12-27 00:00:00+00:00,BTCUSDT,94299.03,,0.007783730716333431,0.0062420849270312185
2024-12-28 00:00:00+00:00,BTCUSDT,95300.0,,0.0025595670695247015,0.00689025040784675
2024-12-29 00:00:00+00:00,BTCUSDT,93738.2,,0.009949596207790883,0.005011060794396054
2024-12-30 00:00:00+00:00,BTCUSDT,92792.05,,0.019597132478756232,0.005816682566827868
2024-12-31 00:00:00+00:00,BTCUSDT,93576.0,,0.014626232382039396,0.0063106972269494025
2025-01-01 00:00:00+00:00,BTCUSDT,94591.79,,,0.005634240814883262
2025-01-02 00:00:00+00:00,BTCUSDT,96984.79,,,0.004971501966854461
2025-01-03 00:00:00+00:00,BTCUSDT,98174.18,,0.006488209398468438,0.005105921430154886
2025-01-04 00:00:00+00:00,BTCUSDT,98220.5,,0.011001461253623813,0.004647408445282172
2025-01-05 00:00:00+00:00,BTCUSDT,98363.61,,,0.004647408445282172
2025-01-06 00:00:00+00:00,BTCUSDT,102235.6,,0.03429598020710047,0.006927424855630524
2025-01-07 00:00:00+00:00,BTCUSDT,96954.61,,,0.006927424855630524
2025-01-08 00:00:00+00:00,BTCUSDT,95060.61,,0.0071080658448278685,0.007538879677637865
2025-01-09 00:00:00+00:00,BTCUSDT,92552.49,,0.023173502662947,0.008582442132037774
2025-01-10 00:00:00+00:00,BTCUSDT,94726.11,0.0035418865049638946,0.005072229527006577,0.009041325140764282
2025-01-11 00:00:00+00:00,BTCUSDT,94599.99,0.0027978235254529082,0.009849324930259917,0.00910299851026441
2025-01-12 00:00:00+00:00,BTCUSDT,94545.06,0.004895373041313937,0.005562466241103805,0.00910299851026441
2025-01-13 00:00:00+00:00,BTCUSDT,94536.1,0.006034718272360188,,0.00910299851026441
2025-01-14 00:00:00+00:00,BTCUSDT,96560.86,0.003501435227072384,,0.008729846643642547
2025-01-15 00:00:00+00:00,BTCUSDT,100497.35,,0.026917862227287485,0.009100331228592813
2025-01-16 00:00:00+00:00,BTCUSDT,99987.3,,,0.009100331228592813
2025-01-17 00:00:00+00:00,BTCUSDT,104077.48,0.009153022061139049,0.013697805517391224,0.00890493166775771
2025-01-18 00:00:00+00:00,BTCUSDT,104556.23,0.007786839773486807,0.01210854442226887,0.009366905312307194
2025-01-19 00:00:00+00:00,BTCUSDT,101331.57,0.0060129798678401425,0.04909005940727722,0.0114735543344844
2025-01-20 00:00:00+00:00,BTCUSDT,102260.01,0.011407791036171717,0.05321297661994448,0.012260166713163375
2025-01-21 00:00:00+00:00,BTCUSDT,106143.82,0.00946600456736983,0.014297373605936603,0.01339909039944739
2025-01-22 00:00:00+00:00,BTCUSDT,103706.66,0.01657563429429687,0.017850807025420964,0.013946982068358078
2025-01-23 00:00:00+00:00,BTCUSDT,103910.34,0.01696565596659206,0.028324522439051404,0.014248072573251214
2025-01-24 00:00:00+00:00,BTCUSDT,104870.5,0.018111919133661503,0.003619114415660316,0.01411365310995079
2025-01-25 00:00:00+00:00,BTCUSDT,104746.85,0.018123031773512734,0.005163564584317454,0.01418441021904978
2025-01-26 00:00:00+00:00,BTCUSDT,102620.0,0.017586050499729087,,0.01418441021904978
2025-01-27 00:00:00+00:00,BTCUSDT,102082.83,0.01650520619168801,0.011628522280200308,0.012198929242944093
2025-01-28 00:00:00+00:00,BTCUSDT,101335.52,,0.010050893445273773,0.01320919719797697
2025-01-29 00:00:00+00:00,BTCUSDT,103733.24,0.0116683094058902,,0.01259774237596963
2025-01-30 00:00:00+00:00,BTCUSDT,104722.94,0.016223976805913455,0.013125927787706982,0.011554179921569721
2025-01-31 00:00:00+00:00,BTCUSDT,102429.56,0.013053541279696277,,0.011095296912843213
2025-02-01 00:00:00+00:00,BTCUSDT,100635.65,0.006326433172428676,,0.011033623543343085
2025-02-02 00:00:00+00:00,BTCUSDT,97700.59,,0.02846817340765947,0.011033623543343085
2025-02-03 00:00:00+00:00,BTCUSDT,101328.52,0.011272644852418991,0.03126838165193564,0.014239327348577928
2025-02-04 00:00:00+00:00,BTCUSDT,97763.13,0.01934830793412719,0.018810445652108834,0.014239327348577928
2025-02-05 00:00:00+00:00,BTCUSDT,96612.43,0.021120267011778215,0.026919336858462536,0.013535653264808505
2025-02-06 00:00:00+00:00,BTCUSDT,96554.35,0.020536378304089883,0.028931104300292037,0.01455338327910371
2025-02-07 00:00:00+00:00,BTCUSDT,96506.8,0.019821583725654904,0.003938173750762555,0.01387252140960051
2025-02-08 00:00:00+00:00,BTCUSDT,96444.74,0.021507825508781987,0.006485239364615041,0.013025574153677607
2025-02-09 00:00:00+00:00,BTCUSDT,96462.75,0.02033823041433779,0.010362223823304014,0.010918925131500402
2025-02-10 00:00:00+00:00,BTCUSDT,97430.82,0.018464604301972345,0.028485054430495045,0.010016783210751687
2025-02-11 00:00:00+00:00,BTCUSDT,95778.2,0.02162780467496947,0.025366973072390595,0.008897990185329887
2025-02-12 00:00:00+00:00,BTCUSDT,97869.99,0.019438468423012126,0.022753838314864105,0.009804034921842357
2025-02-13 00:00:00+00:00,BTCUSDT,96608.14,0.02020692276174714,0.006030817431758609,0.009671580083986688
2025-02-14 00:00:00+00:00,BTCUSDT,97500.48,0.021122533273143416,0.0026378164633532194,0.009724568146895658
2025-02-15 00:00:00+00:00,BTCUSDT,97569.66,0.021009006408602635,,0.009544631561105322
2025-02-16 00:00:00+00:00,BTCUSDT,96118.12,0.021055475357921096,,0.009593684280920046
2025-02-17 00:00:00+00:00,BTCUSDT,95780.0,0.021208074569868184,0.004419565690904713,0.009299148846677383
2025-02-18 00:00:00+00:00,BTCUSDT,95671.74,0.02125742113696463,0.008448765640053075,0.008288880891644501
2025-02-19 00:00:00+00:00,BTCUSDT,96644.37,0.020583106975776696,,0.008288880891644501
2025-02-20 00:00:00+00:00,BTCUSDT,98305.0,0.020915854235822567,0.01333718076034128,0.00919556662007074
2025-02-21 00:00:00+00:00,BTCUSDT,96181.98,0.021565832043825395,0.0039449349214059045,0.009619641909061916
2025-02-22 00:00:00+00:00,BTCUSDT,96551.01,0.02338766805749764,0.0028749366165906278,0.009946280434729601
2025-02-23 00:00:00+00:00,BTCUSDT,96258.0,0.0251980511652363,0.0010001949293119276,0.010816025843707212
2025-02-24 00:00:00+00:00,BTCUSDT,91552.88,0.019928443174455447,,0.007610322038472369
2025-02-25 00:00:00+00:00,BTCUSDT,88680.4,,,0.007610322038472369
2025-02-26 00:00:00+00:00,BTCUSDT,84250.09,,0.03513689060633346,0.00782340169841934
2025-02-27 00:00:00+00:00,BTCUSDT,84708.58,,,0.006805671684124137
2025-02-28 00:00:00+00:00,BTCUSDT,84349.94,,,0.006805671684124137
2025-03-01 00:00:00+00:00,BTCUSDT,86064.53,,,0.006542479814682024
2025-03-02 00:00:00+00:00,BTCUSDT,94270.0,,0.09888902637105487,0.011202273501857643
2025-03-03 00:00:00+00:00,BTCUSDT,86220.61,0.030416898874070196,,0.010512181271495566
2025-03-04 00:00:00+00:00,BTCUSDT,87281.98,0.034507840583999035,,0.00999803595051182
2025-03-05 00:00:00+00:00,BTCUSDT,90606.01,0.03139267614757319,0.009312883424207594,0.009379852935157907
2025-03-06 00:00:00+00:00,BTCUSDT,89931.89,0.031138755664338873,0.0034181854237815713,0.009211217268120441
2025-03-07 00:00:00+00:00,BTCUSDT,86801.75,0.030323614917798676,0.006006429227624104,0.009158229205211473
