date,frozen_strategy2_2x,accelerating_spike_1x
2026-06-22 00:00:00+00:00,-0.1031873858,-0.06378847212
2026-06-23 00:00:00+00:00,-0.1031873858,-0.06378847212
2026-06-24 00:00:00+00:00,-0.1412906917,-0.08734320849
2026-06-25 00:00:00+00:00,-0.1679321401,-0.1038124433
2026-06-26 00:00:00+00:00,-0.1397178978,-0.08637093727
2026-06-27 00:00:00+00:00,-0.156860806,-0.09696835588
2026-06-28 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-06-29 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-06-30 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-01 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-02 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-03 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-04 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-05 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-06 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-07 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-08 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-09 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-10 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-11 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-12 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-13 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-14 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-15 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-16 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-17 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-18 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-19 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-20 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-21 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-22 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-23 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-24 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-25 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-26 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-27 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-28 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-29 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-30 00:00:00+00:00,-0.1644518496,-0.1016609942
2026-07-31 00:00:00+00:00,-0.1882579668,-0.1163774814
2026-08-01 00:00:00+00:00,-0.1909236151,-0.1180253343
2026-08-02 00:00:00+00:00,-0.1943954334,-0.120171546
2026-08-03 00:00:00+00:00,-0.1943954334,-0.120171546
2026-08-04 00:00:00+00:00,-0.1943954334,-0.120171546
